state,year,nationality,type,sex,agegrp,nPrisoners
Andhra Pradesh,2002,Indians,Convicts,Female,50+,36
Andhra Pradesh,2002,Indians,Convicts,Male,16-18,3
Andhra Pradesh,2002,Indians,Convicts,Male,18-30,1982
Andhra Pradesh,2002,Indians,Convicts,Male,30-50,2292
Andhra Pradesh,2002,Indians,Convicts,Male,50+,440
Andhra Pradesh,2002,Indians,Under Trials,Female,16-18,2
Andhra Pradesh,2002,Indians,Under Trials,Female,18-30,230
Andhra Pradesh,2002,Indians,Under Trials,Female,30-50,266
Andhra Pradesh,2002,Indians,Under Trials,Female,50+,59
Andhra Pradesh,2002,Indians,Under Trials,Male,16-18,56
Andhra Pradesh,2002,Indians,Under Trials,Male,18-30,3908
Andhra Pradesh,2002,Indians,Under Trials,Male,30-50,3446
Andhra Pradesh,2002,Indians,Under Trials,Male,50+,580
Andhra Pradesh,2003,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2003,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2003,Foreigners,Convicts,Female,30-50,0
Andhra Pradesh,2003,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2003,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2003,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2003,Foreigners,Convicts,Male,30-50,1
Andhra Pradesh,2003,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2003,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2003,Foreigners,Under Trials,Female,18-30,2
Andhra Pradesh,2003,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2003,Foreigners,Under Trials,Female,50+,1
Andhra Pradesh,2003,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2003,Foreigners,Under Trials,Male,18-30,3
Andhra Pradesh,2003,Foreigners,Under Trials,Male,30-50,0
Andhra Pradesh,2003,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2003,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2003,Indians,Convicts,Female,18-30,53
Andhra Pradesh,2003,Indians,Convicts,Female,30-50,73
Andhra Pradesh,2003,Indians,Convicts,Female,50+,46
Andhra Pradesh,2003,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2003,Indians,Convicts,Male,18-30,1911
Andhra Pradesh,2003,Indians,Convicts,Male,30-50,2434
Andhra Pradesh,2003,Indians,Convicts,Male,50+,629
Andhra Pradesh,2003,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2003,Indians,Under Trials,Female,18-30,195
Andhra Pradesh,2003,Indians,Under Trials,Female,30-50,279
Andhra Pradesh,2003,Indians,Under Trials,Female,50+,64
Andhra Pradesh,2003,Indians,Under Trials,Male,16-18,4
Andhra Pradesh,2003,Indians,Under Trials,Male,18-30,4125
Andhra Pradesh,2003,Indians,Under Trials,Male,30-50,3751
Andhra Pradesh,2003,Indians,Under Trials,Male,50+,495
Andhra Pradesh,2004,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2004,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2004,Foreigners,Convicts,Female,30-50,0
Andhra Pradesh,2004,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2004,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2004,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2004,Foreigners,Convicts,Male,30-50,0
Andhra Pradesh,2004,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2004,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2004,Foreigners,Under Trials,Female,18-30,1
Andhra Pradesh,2004,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2004,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2004,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2004,Foreigners,Under Trials,Male,18-30,1
Andhra Pradesh,2004,Foreigners,Under Trials,Male,30-50,3
Andhra Pradesh,2004,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2004,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2004,Indians,Convicts,Female,18-30,53
Andhra Pradesh,2004,Indians,Convicts,Female,30-50,100
Andhra Pradesh,2004,Indians,Convicts,Female,50+,44
Andhra Pradesh,2004,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2004,Indians,Convicts,Male,18-30,1761
Andhra Pradesh,2004,Indians,Convicts,Male,30-50,2387
Andhra Pradesh,2004,Indians,Convicts,Male,50+,420
Andhra Pradesh,2004,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2004,Indians,Under Trials,Female,18-30,198
Andhra Pradesh,2004,Indians,Under Trials,Female,30-50,288
Andhra Pradesh,2004,Indians,Under Trials,Female,50+,92
Andhra Pradesh,2004,Indians,Under Trials,Male,16-18,40
Andhra Pradesh,2004,Indians,Under Trials,Male,18-30,4110
Andhra Pradesh,2004,Indians,Under Trials,Male,30-50,3754
Andhra Pradesh,2004,Indians,Under Trials,Male,50+,591
Andhra Pradesh,2005,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2005,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2005,Foreigners,Convicts,Female,30-50,0
Andhra Pradesh,2005,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2005,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2005,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2005,Foreigners,Convicts,Male,30-50,1
Andhra Pradesh,2005,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2005,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2005,Foreigners,Under Trials,Female,18-30,0
Andhra Pradesh,2005,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2005,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2005,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2005,Foreigners,Under Trials,Male,18-30,2
Andhra Pradesh,2005,Foreigners,Under Trials,Male,30-50,4
Andhra Pradesh,2005,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2005,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2005,Indians,Convicts,Female,18-30,22
Andhra Pradesh,2005,Indians,Convicts,Female,30-50,142
Andhra Pradesh,2005,Indians,Convicts,Female,50+,34
Andhra Pradesh,2005,Indians,Convicts,Male,16-18,2
Andhra Pradesh,2005,Indians,Convicts,Male,18-30,1695
Andhra Pradesh,2005,Indians,Convicts,Male,30-50,2713
Andhra Pradesh,2005,Indians,Convicts,Male,50+,402
Andhra Pradesh,2005,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2005,Indians,Under Trials,Female,18-30,240
Andhra Pradesh,2005,Indians,Under Trials,Female,30-50,383
Andhra Pradesh,2005,Indians,Under Trials,Female,50+,63
Andhra Pradesh,2005,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2005,Indians,Under Trials,Male,18-30,4295
Andhra Pradesh,2005,Indians,Under Trials,Male,30-50,4041
Andhra Pradesh,2005,Indians,Under Trials,Male,50+,564
Andhra Pradesh,2006,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2006,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2006,Foreigners,Convicts,Female,30-50,1
Andhra Pradesh,2006,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2006,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2006,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2006,Foreigners,Convicts,Male,30-50,1
Andhra Pradesh,2006,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2006,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2006,Foreigners,Under Trials,Female,18-30,0
Andhra Pradesh,2006,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2006,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2006,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2006,Foreigners,Under Trials,Male,18-30,0
Andhra Pradesh,2006,Foreigners,Under Trials,Male,30-50,5
Andhra Pradesh,2006,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2006,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2006,Indians,Convicts,Female,18-30,63
Andhra Pradesh,2006,Indians,Convicts,Female,30-50,111
Andhra Pradesh,2006,Indians,Convicts,Female,50+,32
Andhra Pradesh,2006,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2006,Indians,Convicts,Male,18-30,1609
Andhra Pradesh,2006,Indians,Convicts,Male,30-50,2942
Andhra Pradesh,2006,Indians,Convicts,Male,50+,528
Andhra Pradesh,2006,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2006,Indians,Under Trials,Female,18-30,242
Andhra Pradesh,2006,Indians,Under Trials,Female,30-50,319
Andhra Pradesh,2006,Indians,Under Trials,Female,50+,76
Andhra Pradesh,2006,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2006,Indians,Under Trials,Male,18-30,4016
Andhra Pradesh,2006,Indians,Under Trials,Male,30-50,4470
Andhra Pradesh,2006,Indians,Under Trials,Male,50+,954
Andhra Pradesh,2007,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2007,Foreigners,Convicts,Female,18-30,1
Andhra Pradesh,2007,Foreigners,Convicts,Female,30-50,0
Andhra Pradesh,2007,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2007,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2007,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2007,Foreigners,Convicts,Male,30-50,0
Andhra Pradesh,2007,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2007,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2007,Foreigners,Under Trials,Female,18-30,0
Andhra Pradesh,2007,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2007,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2007,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2007,Foreigners,Under Trials,Male,18-30,9
Andhra Pradesh,2007,Foreigners,Under Trials,Male,30-50,18
Andhra Pradesh,2007,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2007,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2007,Indians,Convicts,Female,18-30,67
Andhra Pradesh,2007,Indians,Convicts,Female,30-50,115
Andhra Pradesh,2007,Indians,Convicts,Female,50+,49
Andhra Pradesh,2007,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2007,Indians,Convicts,Male,18-30,1980
Andhra Pradesh,2007,Indians,Convicts,Male,30-50,2753
Andhra Pradesh,2007,Indians,Convicts,Male,50+,594
Andhra Pradesh,2007,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2007,Indians,Under Trials,Female,18-30,174
Andhra Pradesh,2007,Indians,Under Trials,Female,30-50,371
Andhra Pradesh,2007,Indians,Under Trials,Female,50+,90
Andhra Pradesh,2007,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2007,Indians,Under Trials,Male,18-30,3796
Andhra Pradesh,2007,Indians,Under Trials,Male,30-50,4275
Andhra Pradesh,2007,Indians,Under Trials,Male,50+,712
Andhra Pradesh,2008,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2008,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2008,Foreigners,Convicts,Female,30-50,0
Andhra Pradesh,2008,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2008,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2008,Foreigners,Convicts,Male,18-30,1
Andhra Pradesh,2008,Foreigners,Convicts,Male,30-50,2
Andhra Pradesh,2008,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2008,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2008,Foreigners,Under Trials,Female,18-30,0
Andhra Pradesh,2008,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2008,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2008,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2008,Foreigners,Under Trials,Male,18-30,2
Andhra Pradesh,2008,Foreigners,Under Trials,Male,30-50,7
Andhra Pradesh,2008,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2008,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2008,Indians,Convicts,Female,18-30,37
Andhra Pradesh,2008,Indians,Convicts,Female,30-50,150
Andhra Pradesh,2008,Indians,Convicts,Female,50+,36
Andhra Pradesh,2008,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2008,Indians,Convicts,Male,18-30,1761
Andhra Pradesh,2008,Indians,Convicts,Male,30-50,2821
Andhra Pradesh,2008,Indians,Convicts,Male,50+,570
Andhra Pradesh,2008,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2008,Indians,Under Trials,Female,18-30,190
Andhra Pradesh,2008,Indians,Under Trials,Female,30-50,374
Andhra Pradesh,2008,Indians,Under Trials,Female,50+,87
Andhra Pradesh,2008,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2008,Indians,Under Trials,Male,18-30,3330
Andhra Pradesh,2008,Indians,Under Trials,Male,30-50,3982
Andhra Pradesh,2008,Indians,Under Trials,Male,50+,697
Andhra Pradesh,2009,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2009,Foreigners,Convicts,Female,18-30,1
Andhra Pradesh,2009,Foreigners,Convicts,Female,30-50,0
Andhra Pradesh,2009,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2009,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2009,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2009,Foreigners,Convicts,Male,30-50,1
Andhra Pradesh,2009,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2009,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2009,Foreigners,Under Trials,Female,18-30,1
Andhra Pradesh,2009,Foreigners,Under Trials,Female,30-50,0
Andhra Pradesh,2009,Foreigners,Under Trials,Female,50+,1
Andhra Pradesh,2009,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2009,Foreigners,Under Trials,Male,18-30,28
Andhra Pradesh,2009,Foreigners,Under Trials,Male,30-50,51
Andhra Pradesh,2009,Foreigners,Under Trials,Male,50+,4
Andhra Pradesh,2009,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2009,Indians,Convicts,Female,18-30,81
Andhra Pradesh,2009,Indians,Convicts,Female,30-50,90
Andhra Pradesh,2009,Indians,Convicts,Female,50+,25
Andhra Pradesh,2009,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2009,Indians,Convicts,Male,18-30,1642
Andhra Pradesh,2009,Indians,Convicts,Male,30-50,2359
Andhra Pradesh,2009,Indians,Convicts,Male,50+,337
Andhra Pradesh,2009,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2009,Indians,Under Trials,Female,18-30,174
Andhra Pradesh,2009,Indians,Under Trials,Female,30-50,329
Andhra Pradesh,2009,Indians,Under Trials,Female,50+,72
Andhra Pradesh,2009,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2009,Indians,Under Trials,Male,18-30,3168
Andhra Pradesh,2009,Indians,Under Trials,Male,30-50,3912
Andhra Pradesh,2009,Indians,Under Trials,Male,50+,477
Andhra Pradesh,2010,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2010,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2010,Foreigners,Convicts,Female,30-50,1
Andhra Pradesh,2010,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2010,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2010,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2010,Foreigners,Convicts,Male,30-50,9
Andhra Pradesh,2010,Foreigners,Convicts,Male,50+,1
Andhra Pradesh,2010,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2010,Foreigners,Under Trials,Female,18-30,1
Andhra Pradesh,2010,Foreigners,Under Trials,Female,30-50,2
Andhra Pradesh,2010,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2010,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2010,Foreigners,Under Trials,Male,18-30,20
Andhra Pradesh,2010,Foreigners,Under Trials,Male,30-50,51
Andhra Pradesh,2010,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2010,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2010,Indians,Convicts,Female,18-30,67
Andhra Pradesh,2010,Indians,Convicts,Female,30-50,108
Andhra Pradesh,2010,Indians,Convicts,Female,50+,55
Andhra Pradesh,2010,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2010,Indians,Convicts,Male,18-30,1820
Andhra Pradesh,2010,Indians,Convicts,Male,30-50,2360
Andhra Pradesh,2010,Indians,Convicts,Male,50+,377
Andhra Pradesh,2010,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2010,Indians,Under Trials,Female,18-30,162
Andhra Pradesh,2010,Indians,Under Trials,Female,30-50,337
Andhra Pradesh,2010,Indians,Under Trials,Female,50+,44
Andhra Pradesh,2010,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2010,Indians,Under Trials,Male,18-30,2960
Andhra Pradesh,2010,Indians,Under Trials,Male,30-50,3583
Andhra Pradesh,2010,Indians,Under Trials,Male,50+,489
Andhra Pradesh,2011,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2011,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2011,Foreigners,Convicts,Female,30-50,1
Andhra Pradesh,2011,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2011,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2011,Foreigners,Convicts,Male,18-30,2
Andhra Pradesh,2011,Foreigners,Convicts,Male,30-50,7
Andhra Pradesh,2011,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2011,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2011,Foreigners,Under Trials,Female,18-30,1
Andhra Pradesh,2011,Foreigners,Under Trials,Female,30-50,2
Andhra Pradesh,2011,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2011,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2011,Foreigners,Under Trials,Male,18-30,6
Andhra Pradesh,2011,Foreigners,Under Trials,Male,30-50,32
Andhra Pradesh,2011,Foreigners,Under Trials,Male,50+,2
Andhra Pradesh,2011,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2011,Indians,Convicts,Female,18-30,41
Andhra Pradesh,2011,Indians,Convicts,Female,30-50,152
Andhra Pradesh,2011,Indians,Convicts,Female,50+,67
Andhra Pradesh,2011,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2011,Indians,Convicts,Male,18-30,1474
Andhra Pradesh,2011,Indians,Convicts,Male,30-50,2263
Andhra Pradesh,2011,Indians,Convicts,Male,50+,631
Andhra Pradesh,2011,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2011,Indians,Under Trials,Female,18-30,177
Andhra Pradesh,2011,Indians,Under Trials,Female,30-50,337
Andhra Pradesh,2011,Indians,Under Trials,Female,50+,63
Andhra Pradesh,2011,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2011,Indians,Under Trials,Male,18-30,3464
Andhra Pradesh,2011,Indians,Under Trials,Male,30-50,3979
Andhra Pradesh,2011,Indians,Under Trials,Male,50+,481
Andhra Pradesh,2012,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2012,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2012,Foreigners,Convicts,Female,30-50,2
Andhra Pradesh,2012,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2012,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2012,Foreigners,Convicts,Male,18-30,0
Andhra Pradesh,2012,Foreigners,Convicts,Male,30-50,5
Andhra Pradesh,2012,Foreigners,Convicts,Male,50+,0
Andhra Pradesh,2012,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2012,Foreigners,Under Trials,Female,18-30,0
Andhra Pradesh,2012,Foreigners,Under Trials,Female,30-50,10
Andhra Pradesh,2012,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2012,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2012,Foreigners,Under Trials,Male,18-30,5
Andhra Pradesh,2012,Foreigners,Under Trials,Male,30-50,12
Andhra Pradesh,2012,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2012,Indians,Convicts,Female,16-18,0
Andhra Pradesh,2012,Indians,Convicts,Female,18-30,36
Andhra Pradesh,2012,Indians,Convicts,Female,30-50,190
Andhra Pradesh,2012,Indians,Convicts,Female,50+,57
Andhra Pradesh,2012,Indians,Convicts,Male,16-18,0
Andhra Pradesh,2012,Indians,Convicts,Male,18-30,1526
Andhra Pradesh,2012,Indians,Convicts,Male,30-50,2335
Andhra Pradesh,2012,Indians,Convicts,Male,50+,571
Andhra Pradesh,2012,Indians,Under Trials,Female,16-18,0
Andhra Pradesh,2012,Indians,Under Trials,Female,18-30,159
Andhra Pradesh,2012,Indians,Under Trials,Female,30-50,375
Andhra Pradesh,2012,Indians,Under Trials,Female,50+,93
Andhra Pradesh,2012,Indians,Under Trials,Male,16-18,0
Andhra Pradesh,2012,Indians,Under Trials,Male,18-30,3270
Andhra Pradesh,2012,Indians,Under Trials,Male,30-50,3970
Andhra Pradesh,2012,Indians,Under Trials,Male,50+,657
Andhra Pradesh,2013,Foreigners,Convicts,Female,16-18,0
Andhra Pradesh,2013,Foreigners,Convicts,Female,18-30,0
Andhra Pradesh,2013,Foreigners,Convicts,Female,30-50,3
Andhra Pradesh,2013,Foreigners,Convicts,Female,50+,0
Andhra Pradesh,2013,Foreigners,Convicts,Male,16-18,0
Andhra Pradesh,2013,Foreigners,Convicts,Male,18-30,2
Andhra Pradesh,2013,Foreigners,Convicts,Male,30-50,6
Andhra Pradesh,2013,Foreigners,Convicts,Male,50+,1
Andhra Pradesh,2013,Foreigners,Under Trials,Female,16-18,0
Andhra Pradesh,2013,Foreigners,Under Trials,Female,18-30,0
Andhra Pradesh,2013,Foreigners,Under Trials,Female,30-50,5
Andhra Pradesh,2013,Foreigners,Under Trials,Female,50+,0
Andhra Pradesh,2013,Foreigners,Under Trials,Male,16-18,0
Andhra Pradesh,2013,Foreigners,Under Trials,Male,18-30,28
Andhra Pradesh,2013,Foreigners,Under Trials,Male,30-50,20
Andhra Pradesh,2013,Foreigners,Under Trials,Male,50+,0
Andhra Pradesh,2013,Indians,Convicts,Female,16-18,0
